Generalizable Structure-Aware Keypoint Correspondence for Category-Unified 3D Single Object Tracking,"Jie Xiao, Yinchao Ma, Yuyang Tang, Dengqing Yang, Jianpeng Yang, Xu Zhou, Qiao Li, Wenfei Yang, Tianzhu Zhang; Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR), 2026, pp. 28156-28166",https://openaccess.thecvf.com/content/CVPR2026/papers/Xiao_Generalizable_Structure-Aware_Keypoint_Correspondence_for_Category-Unified_3D_Single_Object_Tracking_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/html/Xiao_Generalizable_Structure-Aware_Keypoint_Correspondence_for_Category-Unified_3D_Single_Object_Tracking_CVPR_2026_paper.html,"3D single object tracking (SOT) in point clouds is essential for real-world 3D perception, yet it remains challenging due to data sparsity and large variations in scale and structure across diverse object categories. Most existing methods rely on a category-specific paradigm that trains separate mod- els for each class, severely limiting scalability and gener- alization in real deployment. Extending these methods to a single model capable of tracking diverse object categories proves inadequate, as the significant variations across cate- gories make it difficult to establish reliable geometric corre- spondences without category-specific priors. To overcome these limitations, we propose a Unified Structural KeyPoint Tracker (UniKPT), a novel structure-aware and generaliz- able framework for category-unified 3D point cloud track- ing. UniKPT comprises three key modules: (1) an adaptive keypoint extractor that produces scale-aware and seman- tically meaningful keypoints; (2) a progressive correspon- dence aligner that establishes robust cross-frame geomet- ric associations; and (3) a confidence-aware structural lo- calization module that suppresses unreliable matches and leverages fine-grained structural relationships for precise 3D localization. Extensive experiments on the nuScenes and KITTI benchmarks show that UniKPT achieves new state-of-the-art performance in category-unified 3D SOT. On the challenging nuScenes dataset, our unified model fur- ther surpasses categor"
DirectFisheye-GS: Enabling Native Fisheye Input in Gaussian Splatting with Cross-View Joint Optimization,"Zhengxian Yang, Fei Xie, Xutao Xue, Rui Zhang, Taicheng Huang, Yang Liu, Mengqi Ji, Tao Yu; Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR), 2026, pp. 4942-4952",https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_DirectFisheye-GS_Enabling_Native_Fisheye_Input_in_Gaussian_Splatting_with_Cross-View_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/html/Yang_DirectFisheye-GS_Enabling_Native_Fisheye_Input_in_Gaussian_Splatting_with_Cross-View_CVPR_2026_paper.html,"3D Gaussian Splatting (3DGS) has enabled efficient 3D scene reconstruction from everyday images with real-time, high-fidelity rendering, greatly advancing VR/AR applica- tions. Fisheye cameras, with their wider field of view (FOV), promise high-quality reconstructions from fewer inputs and have recently attracted much attention. However, since 3DGS relies on rasterization, most subsequent works in- volving fisheye camera inputs first undistort images before training, which introduces two problems: 1) Black borders at image edges cause information loss and negate the fish- eye’s large FOV advantage; 2) Undistortion’s stretch-and- interpolate resampling spreads each pixel’s value over a larger area, diluting detail density— causes 3DGS overfit- ting these low-frequency zones, producing blur and float- ing artifacts. In this work, we integrate fisheye camera model into the original 3DGS framework, enabling na- *Equal contributions. †Corresponding author. tive fisheye image input for training without preprocess- ing. Despite correct modeling, we observed that the recon- structed scenes still exhibit floaters at image edges: Dis- tortion increases toward the periphery, and 3DGS’s orig- inal per-iteration random-selecting-view optimization ig- nores the cross-view correlations of a Gaussian, leading to extreme shapes (e.g., oversized or elongated) that de- grade reconstruction quality. To address this, we intro- duce a feature-overlap–driven cross-view joint optimization s"
CompBench: Benchmarking Complex Instruction-guided Image Editing,"Bohan Jia, Wenxuan Huang, Yuntian Tang, Junbo Qiao, Jincheng Liao, Shaosheng Cao, Fei Zhao, Zhaopeng Feng, Zhouhong Gu, Zhenfei Yin, Lei Bai, Wanli Ouyang, Lin Chen, Fei Zhao, Zihan Wang, Yuan Xie, Shaohui Lin; Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR), 2026, pp. 1112-1122",https://openaccess.thecvf.com/content/CVPR2026/papers/Jia_CompBench_Benchmarking_Complex_Instruction-guided_Image_Editing_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/html/Jia_CompBench_Benchmarking_Complex_Instruction-guided_Image_Editing_CVPR_2026_paper.html,"While real-world applications increasingly demand intri- cate scene manipulation, existing instruction-guided image editing benchmarks often oversimplify task complexity and lack comprehensive, ﬁne-grained instructions. To bridge this gap, we introduce CompBench, a large-scale bench- mark speciﬁcally designed for complex instruction-guided image editing. CompBench features challenging editing sce- narios that incorporate ﬁne-grained instruction following, spatial and contextual reasoning, thereby enabling compre- hensive evaluation of image editing models’ precise manip- ulation capabilities. To construct CompBench, we propose an MLLM-human collaborative framework with tailored task pipelines. Furthermore, we propose an instruction de- coupling strategy that disentangles editing intents into four key dimensions: location, appearance, dynamics, and ob- jects, ensuring closer alignment between instructions and complex editing requirements. Extensive evaluations re- veal that CompBench exposes fundamental limitations of current image editing models and provides critical insights for the development of next-generation instruction-guided image editing systems. Our project page is available at https://comp-bench.github.io/. 1. Introduction Recent advances in instruction-guided image editing have pursued user-friendly and efﬁcient manipulation of visual content. While such systems aim to simplify complex editing workﬂows, real-world applications often demand intricate in- s"
Choreographing a World of Dynamic Objects,"Yanzhe Lyu, Chen Geng, Karthik Dharmarajan, Yunzhi Zhang, Hadi Alzayer, Shangzhe Wu, Jiajun Wu; Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR), 2026, pp. 32647-32658",https://openaccess.thecvf.com/content/CVPR2026/papers/Lyu_Choreographing_a_World_of_Dynamic_Objects_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/html/Lyu_Choreographing_a_World_of_Dynamic_Objects_CVPR_2026_paper.html,"Dynamic objects in our physical 4D (3D + time) world are constantly evolving, deforming, and interacting with other objects, leading to diverse 4D scene dynamics. In this paper, we present a universal generative pipeline,CHORD, forCHOReographingDynamic objects and scenes and syn- thesizing this type of phenomena. Traditional rule-based graphics pipelines to create these dynamics are based on category-specific heuristics, yet are labor-intensive and not scalable. Recent learning-based methods typically demand large-scale datasets, which may not cover all object cate- gories in interest. Our approach instead inherits the uni- versality from the video generative models by proposing a distillation-based pipeline to extract the rich Lagrangian motion information hidden in the Eulerian representations ∗Equal contribution. †Work was done when Y . Lyu was a visiting student at Stanford University. Y . Lyu is currently with the University of Science and Technology of China. of 2D videos. Our method is universal, versatile, and category-agnostic. We demonstrate its effectiveness by con- ducting experiments to generate a diverse range of multi- body 4D dynamics, show its advantage compared to exist- ing methods, and demonstrate its applicability in generat- ing robotics manipulation policies. 1. Introduction Humans and other embodied agents live in a 4D (3D + time) world, a world composed of a diverse range of dynamic ob- jects,i.e., objects that can evolve, deform, or interact"
Spk2VidNet: A Hierarchical Recurrent Architecture for High-Fidelity Video Reconstruction from Long Spike-Camera Streams,"Yuanlin Wang, Ruiqin Xiong, Jiyu Xie, Zhenkun Zhu, Zhaofei Yu, Xiaopeng Fan, Tiejun Huang; Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR), 2026, pp. 12140-12149",https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Spk2VidNet_A_Hierarchical_Recurrent_Architecture_for_High-Fidelity_Video_Reconstruction_from_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_Spk2VidNet_A_Hierarchical_Recurrent_Architecture_for_High-Fidelity_Video_Reconstruction_from_CVPR_2026_paper.html,"Spike camera is a neuromorphic vision sensor with ultra- high temporal resolution, capable of capturing fast-moving scenes by ﬁring a stream of binary spikes. However , its rel- atively low spatial resolution limits the acquisition of ﬁne- grained visual details, motivating research on spike camera super resolution (SCSR). Existing SCSR methods typically operate on ﬁxed-length spike sequences, where the accessi- ble information is restricted to a local temporal neighbor- hood. Moreover , spike ﬂuctuations hinder reliable intensity extraction. Both factors affect the performance of SCSR. To address these issues, we propose a hierarchical recur- rent network named Spk2VidNet to reconstruct high-ﬁdelity high resolution image sequences from low resolution spike data. To mitigate ﬂuctuations, Spk2VidNet progressively ex- ploits temporal correlations within spike stream to enhance feature representation by hierarchically enlarging temporal receptive ﬁelds. Within the recurrent block, we introduce an alignment module that leverages the motion consistency among multiple frames to jointly estimate and mutually re- ﬁne inter-frame motions, achieving more accurate tempo- ral alignment. In addition, we develop a fusion module to adaptively integrate neighboring aligned features based on multi-scale similarity for robust feature aggregation. We further propose a segment-wise training with state transfer strategy to efﬁciently model long-term dependencies with limited GPU memory."
Continual Distillation of Teachers from Different Domains,"Nicolas Michel, Maorong Wang, Jiangpeng He, Toshihiko Yamasaki; Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR), 2026, pp. 10810-10819",https://openaccess.thecvf.com/content/CVPR2026/papers/Michel_Continual_Distillation_of_Teachers_from_Different_Domains_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/html/Michel_Continual_Distillation_of_Teachers_from_Different_Domains_CVPR_2026_paper.html,"Deep learning models continue to scale, with some re- quiring more storage than many large-scale datasets. Thus, we introduce a new paradigm: Continual Distillation (CD), where a student learns sequentially from a stream of teacher models without retaining access to earlier teachers. CD faces two challenges: teacher training data is unavailable, and teachers have varying expertise. We show that external unlabeled data enables Unseen Knowledge Transfer (UKT), allowing the student to acquire information from domains not present in the training data, while known to the teacher. We also show that sequential distillation causes Unseen Knowledge Forgetting (UKF) when transferred knowledge is lost after training on later teachers. To better trade off be- tween UKT and UKF , we propose Self External Data Distil- lation (SE2D), a method that preserves logits on external data to stabilize learning across heterogeneous teachers. Experiments on multiple benchmarks show that SE2D re- duces UKF and improves cross-domain generalization. The code and implementation for this work are publicly avail- able at:https : / / github . com / Nicolas1203 / continual_distillation. 1. Introduction Over the last decade, deep learning models have reached unprecedented scales, creating a growing need for computation-efficient strategies. Consequently, Continual Learning (CL) [8, 24, 35] has become a major branch of contemporary deep learning research. The main idea is straightforward: a model is t"
GT-SVJ: Generative-Transformer-Based Self-Supervised Video Judge For Efficient Video Reward Modeling,"Shivanshu Shekhar, Uttaran Bhattacharya, Raghavendra Addanki, Mehrab Tanjim, Somdeb Sarkhel, Tong Zhang; Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR), 2026, pp. 9847-9858",https://openaccess.thecvf.com/content/CVPR2026/papers/Shekhar_GT-SVJ_Generative-Transformer-Based_Self-Supervised_Video_Judge_For_Efficient_Video_Reward_Modeling_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/html/Shekhar_GT-SVJ_Generative-Transformer-Based_Self-Supervised_Video_Judge_For_Efficient_Video_Reward_Modeling_CVPR_2026_paper.html,"Aligning video generative models with human preferences remains challenging: current approaches rely on Vision- Language Models (VLMs) for reward modeling, but these models struggle to capture subtle temporal dynamics. We propose a fundamentally different approach: repurpos- ing video generative models, which are inherently de- signed to model temporal structure, as reward models. We present the Generative-Transformer-Based Self-Supervised Video Judge (GT-SVJ), a novel evaluation model that trans- forms state-of-the-art video generation models into pow- erful temporally-aware reward models. Our key insight is that generative models can be reformulated as energy- based models (EBMs) that assign low energy to high-quality videos and high energy to degraded ones, enabling them to discriminate video quality with remarkable precision when trained via contrastive objectives. To prevent the model from exploiting superficial differences between real and generated videos, we design challenging synthetic nega- tive videos through controlled latent-space perturbations: temporal slicing, feature swapping, and frame shuffling, which simulate realistic but subtle visual degradations. This forces the model to learn meaningful spatiotemporal fea- tures rather than trivial artifacts. GT-SVJ achieves state- of-the-art performance on GenAI-Bench and MonteBench using only 30K human-annotations: 6× to 65× fewer than existing VLM-based approaches. Project URL: https: //huggingface.co/sasu"
Beyond Euclidean Gossip: KL-Barycentric Consensus on Heterogeneous and Imbalanced Images,"Lu Xu, Guosheng Yin; Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR), 2026, pp. 6167-6175",https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_Beyond_Euclidean_Gossip_KL-Barycentric_Consensus_on_Heterogeneous_and_Imbalanced_Images_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/html/Xu_Beyond_Euclidean_Gossip_KL-Barycentric_Consensus_on_Heterogeneous_and_Imbalanced_Images_CVPR_2026_paper.html,"Fully decentralized deep learning removes global servers and ensures local data privacy. However , Euclidean consensus, averaging weights, gradients or momentum, may degrade under the situations with non-i.i.d. (non- independent and identically distributed) data and client size imbalance. We propose a geometry-aware approach based on natural gradient variational inference. Clients com- municate in the expectation parameter space of an expo- nential family, where simple linear mixing yields a for- ward Kullback–Leibler (KL) barycenter consensus. The aggregate is the model closest to all client distributions, aligning updates across heterogeneous sites and mitigat- ing distribution shift. We further provide a lightweight de- centralized Adam implementation where each client main- tains a diagonal Gaussian posterior and operates entirely in the expectation space for both optimization and consen- sus. We prove convergence for convex losses on connected graphs. On CIF AR-100 and a medical image segmen- tation benchmark, our method substantially outperforms Euclidean-space consensus baselines under severe non- i.i.d. and client-imbalance cases, achieving around 20% accuracy gain on CIF AR-100, while matching the communi- cation budget and improving training stability. The code is available at https://github.com/x-lu/Beyond- euclidean-gossip. 1. Introduction Decentralized learning enables on-device training and strict data locality, which is critical in privacy and regulati"
HybridDriveVLA: Vision-Language-Action Model with Visual CoT reasoning and ToT Evaluation for Autonomous Driving,"Yipene Cedric Francois Bassole, Sungwoo Kim, Jiwoo Jung, Yunsick Sung; Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR), 2026, pp. 32421-32430",https://openaccess.thecvf.com/content/CVPR2026/papers/Bassole_HybridDriveVLA_Vision-Language-Action_Model_with_Visual_CoT_reasoning_and_ToT_Evaluation_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/html/Bassole_HybridDriveVLA_Vision-Language-Action_Model_with_Visual_CoT_reasoning_and_ToT_Evaluation_CVPR_2026_paper.html,"Vision-Language-Action (VLA) models are emerging as an important technology in autonomous driving, recognized for their sophisticated reasoning and interpretability. How- †Corresponding author. Email: sung@dongguk.edu ever, traditional VLA models often rely on image-to-text with Chain-of-Thought (CoT) reasoning, which converts se- quential visual scenes into textual symbols, thereby under- utilizing spatial context in visual information. Existing au- tonomous driving systems using VLA models predict only a single sequence of waypoints as a trajectory considering a given command and multiple aspects. However, we suggest This CVPR paper is the Open Access version, provided by the Computer Vision Foundation. Except for this watermark, it is identical to the accepted version; the final published version of the proceedings is available on IEEE Xplore. 32421"
"Training-free, Perceptually Consistent Low-Resolution Previews with High-Resolution Image for Efficient Workflows of Diffusion Models","Wongi Jeong, Hoigi Seo, Se Young Chun; Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR), 2026, pp. 4547-4557",https://openaccess.thecvf.com/content/CVPR2026/papers/Jeong_Training-free_Perceptually_Consistent_Low-Resolution_Previews_with_High-Resolution_Image_for_Efficient_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/html/Jeong_Training-free_Perceptually_Consistent_Low-Resolution_Previews_with_High-Resolution_Image_for_Efficient_CVPR_2026_paper.html,"Image generative models have become indispensable tools to yield exquisite high-resolution (HR) images for everyone, ranging from general users to professional designers. How- ever, a desired outcome often requires generating a large number of HR images with different prompts and seeds, re- sulting in high computational cost for both users and ser- vice providers. Generating low-resolution (LR) images first could alleviate computational burden, but it is not straight- forward how to generate LR images that are perceptually consistent with their HR counterparts. Here, we consider the task of generating high-fidelity LR images, called Pre- views, that preserve perceptual similarity of their HR coun- terparts for an efficient workflow, allowing users to identify promising candidates before generating the final HR image. We propose the commutator-zero condition to ensure the LR-HR perceptual consistency for flow matching models, leading to the proposed training-free solution with down- sampling matrix selection and commutator-zero guidance. Extensive experiments show that our method can generate LR images with up to 33% computation reduction while maintaining HR perceptual consistency. When combined with existing acceleration techniques, our method achieves up to 3×speedup. Moreover, our formulation can be ex- tended to image manipulations, such as warping and trans- lation, demonstrating its generalizability. 1. Introduction Diffusion generative models [6, 8, 13, 38, 42"
